Run,Iterations,Depth,l2_leaf_reg,Threshold,Precision_False,Recall_False,F1_False,Precision_True,Recall_True,F1_True,Accuracy
1,500,6,1,0.6,0.9294602716112652,1.0,0.963440694049726,0.0,0.0,0.0,0.9294602716112652
1,100,6,1,0.6,0.9841437369005361,0.9908673510305558,0.9874940992229707,0.8677601974161707,0.7896440129449838,0.8268612330993464,0.9766731114165249
